User,WorkingHours,@timestamp,BU,type
lezhou,20:40:30,2020-06-22 19:34:52.206140,VG,elk
zzyin,10:24:17,2020-06-22 19:34:52.206140,VG,elk
ren,9:08:45,2020-06-22 19:34:52.206140,VG,elk
willsky,20:48:46,2020-06-22 19:34:52.206140,VG,elk
qianw,1:41:48,2020-06-22 19:34:52.206140,VG,elk
yangjun,17:47:50,2020-06-22 19:34:52.206140,VG,elk
vicliu,1:27:00,2020-06-22 19:34:52.206140,VG,elk
shiy,0:50:28,2020-06-22 19:34:52.206140,VG,elk
pans,16:01:49,2020-06-22 19:34:52.206140,VG,elk
yinl,5:53:03,2020-06-22 19:34:52.206140,VG,elk
lil,22:47:58,2020-06-22 19:34:52.206140,VG,elk
yuanc,3:46:24,2020-06-22 19:34:52.206140,VG,elk
yuzha,10:31:08,2020-06-22 19:34:52.206140,VG,elk
xiedh,6:37:07,2020-06-22 19:34:52.206140,VG,elk
dhlin,5:31:53,2020-06-22 19:34:52.206140,VG,elk
jiao,11:03:45,2020-06-22 19:34:52.206140,VG,elk
jinhua,1:22:19,2020-06-22 19:34:52.206140,VG,elk
xinji,23:17:50,2020-06-22 19:34:52.206140,VG,elk
siyi,17:59:04,2020-06-22 19:34:52.206140,VG,elk
huis,17:51:28,2020-06-22 19:34:52.206140,VG,elk
tizhou,1:34:30,2020-06-22 19:34:52.206140,VG,elk
xiaomli,20:06:20,2020-06-22 19:34:52.206140,VG,elk
songs,2:12:16,2020-06-22 19:34:52.206140,VG,elk
rockyli,1:27:52,2020-06-22 19:34:52.206140,VG,elk
dayingx,4:38:22,2020-06-22 19:34:52.206140,VG,elk
mulu,19:28:02,2020-06-22 19:34:52.206140,VG,elk
wenc,4:11:36,2020-06-22 19:34:52.206140,VG,elk
wenl,10:05:45,2020-06-22 19:34:52.206140,VG,elk
lanz,18:44:34,2020-06-22 19:34:52.206140,VG,elk
xia,6:38:08,2020-06-22 19:34:52.206140,VG,elk
xing,1:05:32,2020-06-22 19:34:52.206140,VG,elk
yinf,1:57:04,2020-06-22 19:34:52.206140,VG,elk
swardxie,4:29:48,2020-06-22 19:34:52.206140,VG,elk
yaliu,0:25:20,2020-06-22 19:34:52.206140,VG,elk
xlwu,6:19:00,2020-06-22 19:34:52.206140,VG,elk
sbchen,14:22:12,2020-06-22 19:34:52.206140,VG,elk
mfchen,3:25:22,2020-06-22 19:34:52.206140,VG,elk
hye,4:43:56,2020-06-22 19:34:52.206140,VG,elk
rdan,4:37:20,2020-06-22 19:34:52.206140,VG,elk
blissguo,0:32:50,2020-06-22 19:34:52.206140,VG,elk
lyin,0:54:30,2020-06-22 19:34:52.206140,VG,elk
hed,3:33:56,2020-06-22 19:34:52.206140,VG,elk
jinnh,21:25:08,2020-06-22 19:34:52.206140,VG,elk
heli,10:44:56,2020-06-22 19:34:52.206140,VG,elk
tiany,1:33:42,2020-06-22 19:34:52.206140,VG,elk
xyang,0:07:38,2020-06-22 19:34:52.206140,VG,elk
belmon,2:53:40,2020-06-22 19:34:52.206140,VG,elk
can,3:57:04,2020-06-22 19:34:52.206140,VG,elk
lex,15:48:46,2020-06-22 19:34:52.206140,VG,elk
sophiali,18:17:34,2020-06-22 19:34:52.206140,VG,elk
hechen,23:41:32,2020-06-22 19:34:52.206140,VG,elk
jinxu,8:24:48,2020-06-22 19:34:52.206140,VG,elk
ezni,8:04:50,2020-06-22 19:34:52.206140,VG,elk
leiwang,5:34:02,2020-06-22 19:34:52.206140,VG,elk
jliang,5:41:54,2020-06-22 19:34:52.206140,VG,elk
quanliu,2:17:12,2020-06-22 19:34:52.206140,VG,elk
yingc,1:41:12,2020-06-22 19:34:52.206140,VG,elk
hanl,6:49:42,2020-06-22 19:34:52.206140,VG,elk
heng,4:17:12,2020-06-22 19:34:52.206140,VG,elk
binm,2:37:44,2020-06-22 19:34:52.206140,VG,elk
yangkai,3:23:38,2020-06-22 19:34:52.206140,VG,elk
yuz,20:45:00,2020-06-22 19:34:52.206140,VG,elk
slambert,9:08:31,2020-06-22 19:34:52.206140,VG,elk
chiruta,13:51:55,2020-06-22 19:34:52.206140,VG,elk
romainm,0:04:12,2020-06-22 19:34:52.206140,VG,elk
gbrunot,4:48:28,2020-06-22 19:34:52.206140,VG,elk
xmathes,2:56:12,2020-06-22 19:34:52.206140,VG,elk
lecoustr,9:23:06,2020-06-22 19:34:52.206140,VG,elk
femirian,10:38:16,2020-06-22 19:34:52.206140,VG,elk
painsec,8:08:37,2020-06-22 19:34:52.206140,VG,elk
saidi,22:50:53,2020-06-22 19:34:52.206140,VG,elk
anoopade,9:59:09,2020-06-22 19:34:52.206140,VG,elk
brunov,1:04:34,2020-06-22 19:34:52.206140,VG,elk
qlam,6:47:02,2020-06-22 19:34:52.206140,VG,elk
prostbou,3:25:42,2020-06-22 19:34:52.206140,VG,elk
